,id_start,id_end,distance,moto,car,rv,bus,truck,start_day,end_day,start_time,end_time
245,1001410,1004354,191.8,122.75,184.13,230.16,337.57,552.38,Wednesday,Sunday,18:00:00,23:59:59
245,1001410,1004354,191.8,107.41,161.11,201.39,295.37,483.34,Saturday,Sunday,00:00:00,23:59:59
246,1001410,1004355,193.8,124.03,186.05,232.56,341.09,558.14,Monday,Friday,00:00:00,10:00:00
246,1001410,1004355,193.8,186.05,279.07,348.84,511.63,837.22,Thuesday,Saturday,10:00:00,18:00:00
246,1001410,1004355,193.8,124.03,186.05,232.56,341.09,558.14,Wednesday,Sunday,18:00:00,23:59:59
246,1001410,1004355,193.8,108.53,162.79,203.49,298.45,488.38,Saturday,Sunday,00:00:00,23:59:59
247,1001410,1001444,194.5,124.48,186.72,233.4,342.32,560.16,Monday,Friday,00:00:00,10:00:00
247,1001410,1001444,194.5,186.72,280.08,350.1,513.48,840.24,Thuesday,Saturday,10:00:00,18:00:00
247,1001410,1001444,194.5,124.48,186.72,233.4,342.32,560.16,Wednesday,Sunday,18:00:00,23:59:59
247,1001410,1001444,194.5,108.92,163.38,204.22,299.53,490.14,Saturday,Sunday,00:00:00,23:59:59
248,1001410,1001446,201.1,128.7,193.06,241.32,353.94,579.17,Monday,Friday,00:00:00,10:00:00
248,1001410,1001446,201.1,193.06,289.58,361.98,530.9,868.75,Thuesday,Saturday,10:00:00,18:00:00
248,1001410,1001446,201.1,128.7,193.06,241.32,353.94,579.17,Wednesday,Sunday,18:00:00,23:59:59
248,1001410,1001446,201.1,112.62,168.92,211.15,309.69,506.77,Saturday,Sunday,00:00:00,23:59:59
249,1001410,1001448,210.7,134.85,202.27,252.84,370.83,606.82,Monday,Friday,00:00:00,10:00:00
249,1001410,1001448,210.7,202.27,303.41,379.26,556.25,910.22,Thuesday,Saturday,10:00:00,18:00:00
249,1001410,1001448,210.7,134.85,202.27,252.84,370.83,606.82,Wednesday,Sunday,18:00:00,23:59:59
249,1001410,1001448,210.7,117.99,176.99,221.23,324.48,530.96,Saturday,Sunday,00:00:00,23:59:59
250,1001410,1001450,226.39999999999998,144.9,217.34,271.68,398.46,652.03,Monday,Friday,00:00:00,10:00:00
250,1001410,1001450,226.39999999999998,217.34,326.02,407.52,597.7,978.05,Thuesday,Saturday,10:00:00,18:00:00
250,1001410,1001450,226.39999999999998,144.9,217.34,271.68,398.46,652.03,Wednesday,Sunday,18:00:00,23:59:59
250,1001410,1001450,226.39999999999998,126.78,190.18,237.72,348.66,570.53,Saturday,Sunday,00:00:00,23:59:59
251,1001410,1001452,236.29999999999998,151.23,226.85,283.56,415.89,680.54,Monday,Friday,00:00:00,10:00:00
251,1001410,1001452,236.29999999999998,226.85,340.27,425.34,623.83,1020.82,Thuesday,Saturday,10:00:00,18:00:00
251,1001410,1001452,236.29999999999998,151.23,226.85,283.56,415.89,680.54,Wednesday,Sunday,18:00:00,23:59:59
251,1001410,1001452,236.29999999999998,132.33,198.49,248.11,363.9,595.48,Saturday,Sunday,00:00:00,23:59:59
252,1001410,1001454,247.6,158.46,237.7,297.12,435.78,713.09,Monday,Friday,00:00:00,10:00:00
252,1001410,1001454,247.6,237.7,356.54,445.68,653.66,1069.63,Thuesday,Saturday,10:00:00,18:00:00
252,1001410,1001454,247.6,158.46,237.7,297.12,435.78,713.09,Wednesday,Sunday,18:00:00,23:59:59
252,1001410,1001454,247.6,138.66,207.98,259.98,381.3,623.95,Saturday,Sunday,00:00:00,23:59:59
253,1001410,1001456,261.2,167.17,250.75,313.44,459.71,752.26,Monday,Friday,00:00:00,10:00:00
253,1001410,1001456,261.2,250.75,376.13,470.16,689.57,1128.38,Thuesday,Saturday,10:00:00,18:00:00
253,1001410,1001456,261.2,167.17,250.75,313.44,459.71,752.26,Wednesday,Sunday,18:00:00,23:59:59
253,1001410,1001456,261.2,146.27,219.41,274.26,402.25,658.22,Saturday,Sunday,00:00:00,23:59:59
254,1001410,1001458,270.09999999999997,172.86,259.3,324.12,475.38,777.89,Monday,Friday,00:00:00,10:00:00
254,1001410,1001458,270.09999999999997,259.3,388.94,486.18,713.06,1166.83,Thuesday,Saturday,10:00:00,18:00:00
254,1001410,1001458,270.09999999999997,172.86,259.3,324.12,475.38,777.89,Wednesday,Sunday,18:00:00,23:59:59
254,1001410,1001458,270.09999999999997,151.26,226.88,283.6,415.95,680.65,Saturday,Sunday,00:00:00,23:59:59
255,1001410,1001460,275.2,176.13,264.19,330.24,484.35,792.58,Monday,Friday,00:00:00,10:00:00
255,1001410,1001460,275.2,264.19,396.29,495.36,726.53,1188.86,Thuesday,Saturday,10:00:00,18:00:00
255,1001410,1001460,275.2,176.13,264.19,330.24,484.35,792.58,Wednesday,Sunday,18:00:00,23:59:59
255,1001410,1001460,275.2,154.11,231.17,288.96,423.81,693.5,Saturday,Sunday,00:00:00,23:59:59
256,1001410,1001460,275.2,176.13,264.19,330.24,484.35,792.58,Monday,Friday,00:00:00,10:00:00
256,1001410,1001460,275.2,264.19,396.29,495.36,726.53,1188.86,Thuesday,Saturday,10:00:00,18:00:00
256,1001410,1001460,275.2,176.13,264.19,330.24,484.35,792.58,Wednesday,Sunday,18:00:00,23:59:59
256,1001410,1001460,275.2,154.11,231.17,288.96,423.81,693.5,Saturday,Sunday,00:00:00,23:59:59
257,1001410,1001461,288.0,184.32,276.48,345.6,506.88,829.44,Monday,Friday,00:00:00,10:00:00
257,1001410,1001461,288.0,276.48,414.72,518.4,760.32,1244.16,Thuesday,Saturday,10:00:00,18:00:00
257,1001410,1001461,288.0,184.32,276.48,345.6,506.88,829.44,Wednesday,Sunday,18:00:00,23:59:59
257,1001410,1001461,288.0,161.28,241.92,302.4,443.52,725.76,Saturday,Sunday,00:00:00,23:59:59
258,1001410,1001462,293.1,187.58,281.38,351.72,515.86,844.13,Monday,Friday,00:00:00,10:00:00
258,1001410,1001462,293.1,281.38,422.06,527.58,773.78,1266.19,Thuesday,Saturday,10:00:00,18:00:00
258,1001410,1001462,293.1,187.58,281.38,351.72,515.86,844.13,Wednesday,Sunday,18:00:00,23:59:59
258,1001410,1001462,293.1,164.14,246.2,307.75,451.37,738.61,Saturday,Sunday,00:00:00,23:59:59
259,1001410,1001464,319.8,204.67,307.01,383.76,562.85,921.02,Monday,Friday,00:00:00,10:00:00
259,1001410,1001464,319.8,307.01,460.51,575.64,844.27,1381.54,Thuesday,Saturday,10:00:00,18:00:00
259,1001410,1001464,319.8,204.67,307.01,383.76,562.85,921.02,Wednesday,Sunday,18:00:00,23:59:59
259,1001410,1001464,319.8,179.09,268.63,335.79,492.49,805.9,Saturday,Sunday,00:00:00,23:59:59
260,1001410,1001466,328.3,210.11,315.17,393.96,577.81,945.5,Monday,Friday,00:00:00,10:00:00
260,1001410,1001466,328.3,315.17,472.75,590.94,866.71,1418.26,Thuesday,Saturday,10:00:00,18:00:00
260,1001410,1001466,328.3,210.11,315.17,393.96,577.81,945.5,Wednesday,Sunday,18:00:00,23:59:59
260,1001410,1001466,328.3,183.85,275.77,344.72,505.58,827.32,Saturday,Sunday,00:00:00,23:59:59
261,1001410,1001468,339.0,216.96,325.44,406.8,596.64,976.32,Monday,Friday,00:00:00,10:00:00
261,1001410,1001468,339.0,325.44,488.16,610.2,894.96,1464.48,Thuesday,Saturday,10:00:00,18:00:00
261,1001410,1001468,339.0,216.96,325.44,406.8,596.64,976.32,Wednesday,Sunday,18:00:00,23:59:59
261,1001410,1001468,339.0,189.84,284.76,355.95,522.06,854.28,Saturday,Sunday,00:00:00,23:59:59
262,1001410,1001470,349.6,223.74,335.62,419.52,615.3,1006.85,Monday,Friday,00:00:00,10:00:00
262,1001410,1001470,349.6,335.62,503.42,629.28,922.94,1510.27,Thuesday,Saturday,10:00:00,18:00:00
262,1001410,1001470,349.6,223.74,335.62,419.52,615.3,1006.85,Wednesday,Sunday,18:00:00,23:59:59
262,1001410,1001470,349.6,195.78,293.66,367.08,538.38,880.99,Saturday,Sunday,00:00:00,23:59:59
263,1001410,1001437,0.0,0.0,0.0,0.0,0.0,0.0,Monday,Friday,00:00:00,10:00:00
263,1001410,1001437,0.0,0.0,0.0,0.0,0.0,0.0,Thuesday,Saturday,10:00:00,18:00:00
263,1001410,1001437,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,Sunday,18:00:00,23:59:59
263,1001410,1001437,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,Sunday,00:00:00,23:59:59
264,1001412,1001400,94.29999999999998,60.35,90.53,113.16,165.97,271.58,Monday,Friday,00:00:00,10:00:00
264,1001412,1001400,94.29999999999998,90.53,135.79,169.74,248.95,407.38,Thuesday,Saturday,10:00:00,18:00:00
264,1001412,1001400,94.29999999999998,60.35,90.53,113.16,165.97,271.58,Wednesday,Sunday,18:00:00,23:59:59
264,1001412,1001400,94.29999999999998,52.81,79.21,99.01,145.22,237.64,Saturday,Sunday,00:00:00,23:59:59
265,1001412,1001402,84.6,54.14,81.22,101.52,148.9,243.65,Monday,Friday,00:00:00,10:00:00
265,1001412,1001402,84.6,81.22,121.82,152.28,223.34,365.47,Thuesday,Saturday,10:00:00,18:00:00
265,1001412,1001402,84.6,54.14,81.22,101.52,148.9,243.65,Wednesday,Sunday,18:00:00,23:59:59
265,1001412,1001402,84.6,47.38,71.06,88.83,130.28,213.19,Saturday,Sunday,00:00:00,23:59:59
266,1001412,1001404,64.4,41.22,61.82,77.28,113.34,185.47,Monday,Friday,00:00:00,10:00:00
266,1001412,1001404,64.4,61.82,92.74,115.92,170.02,278.21,Thuesday,Saturday,10:00:00,18:00:00
266,1001412,1001404,64.4,41.22,61.82,77.28,113.34,185.47,Wednesday,Sunday,18:00:00,23:59:59
266,1001412,1001404,64.4,36.06,54.1,67.62,99.18,162.29,Saturday,Sunday,00:00:00,23:59:59
267,1001412,1001406,48.4,30.98,46.46,58.08,85.18,139.39,Monday,Friday,00:00:00,10:00:00
267,1001412,1001406,48.4,46.46,69.7,87.12,127.78,209.09,Thuesday,Saturday,10:00:00,18:00:00
267,1001412,1001406,48.4,30.98,46.46,58.08,85.18,139.39,Wednesday,Sunday,18:00:00,23:59:59
267,1001412,1001406,48.4,27.1,40.66,50.82,74.54,121.97,Saturday,Sunday,00:00:00,23:59:59
268,1001412,1001408,26.7,17.09,25.63,32.04,46.99,76.9,Monday,Friday,00:00:00,10:00:00
268,1001412,1001408,26.7,25.63,38.45,48.06,70.49,115.34,Thuesday,Saturday,10:00:00,18:00:00
268,1001412,1001408,26.7,17.09,25.63,32.04,46.99,76.9,Wednesday,Sunday,18:00:00,23:59:59
268,1001412,1001408,26.7,14.95,22.43,28.03,41.12,67.28,Saturday,Sunday,00:00:00,23:59:59
269,1001412,1001410,15.6,9.98,14.98,18.72,27.46,44.93,Monday,Friday,00:00:00,10:00:00
269,1001412,1001410,15.6,14.98,22.46,28.08,41.18,67.39,Thuesday,Saturday,10:00:00,18:00:00
269,1001412,1001410,15.6,9.98,14.98,18.72,27.46,44.93,Wednesday,Sunday,18:00:00,23:59:59
269,1001412,1001410,15.6,8.74,13.1,16.38,24.02,39.31,Saturday,Sunday,00:00:00,23:59:59
270,1001412,1001414,18.2,11.65,17.47,21.84,32.03,52.42,Monday,Friday,00:00:00,10:00:00
270,1001412,1001414,18.2,17.47,26.21,32.76,48.05,78.62,Thuesday,Saturday,10:00:00,18:00:00
270,1001412,1001414,18.2,11.65,17.47,21.84,32.03,52.42,Wednesday,Sunday,18:00:00,23:59:59
270,1001412,1001414,18.2,10.19,15.29,19.11,28.03,45.86,Saturday,Sunday,00:00:00,23:59:59
271,1001412,1001416,31.4,20.1,30.14,37.68,55.26,90.43,Monday,Friday,00:00:00,10:00:00
271,1001412,1001416,31.4,30.14,45.22,56.52,82.9,135.65,Thuesday,Saturday,10:00:00,18:00:00
271,1001412,1001416,31.4,20.1,30.14,37.68,55.26,90.43,Wednesday,Sunday,18:00:00,23:59:59
271,1001412,1001416,31.4,17.58,26.38,32.97,48.36,79.13,Saturday,Sunday,00:00:00,23:59:59
272,1001412,1001418,45.0,28.8,43.2,54.0,79.2,129.6,Monday,Friday,00:00:00,10:00:00
272,1001412,1001418,45.0,43.2,64.8,81.0,118.8,194.4,Thuesday,Saturday,10:00:00,18:00:00
272,1001412,1001418,45.0,28.8,43.2,54.0,79.2,129.6,Wednesday,Sunday,18:00:00,23:59:59
272,1001412,1001418,45.0,25.2,37.8,47.25,69.3,113.4,Saturday,Sunday,00:00:00,23:59:59
273,1001412,1001420,57.9,37.06,55.58,69.48,101.9,166.75,Monday,Friday,00:00:00,10:00:00
273,1001412,1001420,57.9,55.58,83.38,104.22,152.86,250.13,Thuesday,Saturday,10:00:00,18:00:00
273,1001412,1001420,57.9,37.06,55.58,69.48,101.9,166.75,Wednesday,Sunday,18:00:00,23:59:59
273,1001412,1001420,57.9,32.42,48.64,60.79,89.17,145.91,Saturday,Sunday,00:00:00,23:59:59
274,1001412,1001422,67.5,43.2,64.8,81.0,118.8,194.4,Monday,Friday,00:00:00,10:00:00
274,1001412,1001422,67.5,64.8,97.2,121.5,178.2,291.6,Thuesday,Saturday,10:00:00,18:00:00
274,1001412,1001422,67.5,43.2,64.8,81.0,118.8,194.4,Wednesday,Sunday,18:00:00,23:59:59
274,1001412,1001422,67.5,37.8,56.7,70.88,103.95,170.1,Saturday,Sunday,00:00:00,23:59:59
275,1001412,1001424,78.9,50.5,75.74,94.68,138.86,227.23,Monday,Friday,00:00:00,10:00:00
275,1001412,1001424,78.9,75.74,113.62,142.02,208.3,340.85,Thuesday,Saturday,10:00:00,18:00:00
275,1001412,1001424,78.9,50.5,75.74,94.68,138.86,227.23,Wednesday,Sunday,18:00:00,23:59:59
275,1001412,1001424,78.9,44.18,66.28,82.84,121.51,198.83,Saturday,Sunday,00:00:00,23:59:59
276,1001412,1001426,97.5,62.4,93.6,117.0,171.6,280.8,Monday,Friday,00:00:00,10:00:00
276,1001412,1001426,97.5,93.6,140.4,175.5,257.4,421.2,Thuesday,Saturday,10:00:00,18:00:00
276,1001412,1001426,97.5,62.4,93.6,117.0,171.6,280.8,Wednesday,Sunday,18:00:00,23:59:59
276,1001412,1001426,97.5,54.6,81.9,102.38,150.15,245.7,Saturday,Sunday,00:00:00,23:59:59
277,1001412,1001428,113.3,72.51,108.77,135.96,199.41,326.3,Monday,Friday,00:00:00,10:00:00
277,1001412,1001428,113.3,108.77,163.15,203.94,299.11,489.46,Thuesday,Saturday,10:00:00,18:00:00
277,1001412,1001428,113.3,72.51,108.77,135.96,199.41,326.3,Wednesday,Sunday,18:00:00,23:59:59
277,1001412,1001428,113.3,63.45,95.17,118.96,174.48,285.52,Saturday,Sunday,00:00:00,23:59:59
278,1001412,1001430,121.89999999999999,78.02,117.02,146.28,214.54,351.07,Monday,Friday,00:00:00,10:00:00
278,1001412,1001430,121.89999999999999,117.02,175.54,219.42,321.82,526.61,Thuesday,Saturday,10:00:00,18:00:00
278,1001412,1001430,121.89999999999999,78.02,117.02,146.28,214.54,351.07,Wednesday,Sunday,18:00:00,23:59:59
278,1001412,1001430,121.89999999999999,68.26,102.4,127.99,187.73,307.19,Saturday,Sunday,00:00:00,23:59:59
279,1001412,1001432,130.89999999999998,83.78,125.66,157.08,230.38,376.99,Monday,Friday,00:00:00,10:00:00
279,1001412,1001432,130.89999999999998,125.66,188.5,235.62,345.58,565.49,Thuesday,Saturday,10:00:00,18:00:00
279,1001412,1001432,130.89999999999998,83.78,125.66,157.08,230.38,376.99,Wednesday,Sunday,18:00:00,23:59:59
279,1001412,1001432,130.89999999999998,73.3,109.96,137.44,201.59,329.87,Saturday,Sunday,00:00:00,23:59:59
280,1001412,1001434,138.79999999999998,88.83,133.25,166.56,244.29,399.74,Monday,Friday,00:00:00,10:00:00
280,1001412,1001434,138.79999999999998,133.25,199.87,249.84,366.43,599.62,Thuesday,Saturday,10:00:00,18:00:00
280,1001412,1001434,138.79999999999998,88.83,133.25,166.56,244.29,399.74,Wednesday,Sunday,18:00:00,23:59:59
280,1001412,1001434,138.79999999999998,77.73,116.59,145.74,213.75,349.78,Saturday,Sunday,00:00:00,23:59:59
281,1001412,1001436,142.79999999999998,91.39,137.09,171.36,251.33,411.26,Monday,Friday,00:00:00,10:00:00
281,1001412,1001436,142.79999999999998,137.09,205.63,257.04,376.99,616.9,Thuesday,Saturday,10:00:00,18:00:00
281,1001412,1001436,142.79999999999998,91.39,137.09,171.36,251.33,411.26,Wednesday,Sunday,18:00:00,23:59:59
281,1001412,1001436,142.79999999999998,79.97,119.95,149.94,219.91,359.86,Saturday,Sunday,00:00:00,23:59:59
282,1001412,1001436,142.79999999999998,91.39,137.09,171.36,251.33,411.26,Monday,Friday,00:00:00,10:00:00
282,1001412,1001436,142.79999999999998,137.09,205.63,257.04,376.99,616.9,Thuesday,Saturday,10:00:00,18:00:00
282,1001412,1001436,142.79999999999998,91.39,137.09,171.36,251.33,411.26,Wednesday,Sunday,18:00:00,23:59:59
282,1001412,1001436,142.79999999999998,79.97,119.95,149.94,219.91,359.86,Saturday,Sunday,00:00:00,23:59:59
283,1001412,1001438,151.79999999999998,97.15,145.73,182.16,267.17,437.18,Monday,Friday,00:00:00,10:00:00
283,1001412,1001438,151.79999999999998,145.73,218.59,273.24,400.75,655.78,Thuesday,Saturday,10:00:00,18:00:00
283,1001412,1001438,151.79999999999998,97.15,145.73,182.16,267.17,437.18,Wednesday,Sunday,18:00:00,23:59:59
283,1001412,1001438,151.79999999999998,85.01,127.51,159.39,233.77,382.54,Saturday,Sunday,00:00:00,23:59:59
284,1001412,1001438,151.79999999999998,97.15,145.73,182.16,267.17,437.18,Monday,Friday,00:00:00,10:00:00
284,1001412,1001438,151.79999999999998,145.73,218.59,273.24,400.75,655.78,Thuesday,Saturday,10:00:00,18:00:00
284,1001412,1001438,151.79999999999998,97.15,145.73,182.16,267.17,437.18,Wednesday,Sunday,18:00:00,23:59:59
284,1001412,1001438,151.79999999999998,85.01,127.51,159.39,233.77,382.54,Saturday,Sunday,00:00:00,23:59:59
285,1001412,1001440,161.79999999999998,103.55,155.33,194.16,284.77,465.98,Monday,Friday,00:00:00,10:00:00
285,1001412,1001440,161.79999999999998,155.33,232.99,291.24,427.15,698.98,Thuesday,Saturday,10:00:00,18:00:00
285,1001412,1001440,161.79999999999998,103.55,155.33,194.16,284.77,465.98,Wednesday,Sunday,18:00:00,23:59:59
285,1001412,1001440,161.79999999999998,90.61,135.91,169.89,249.17,407.74,Saturday,Sunday,00:00:00,23:59:59
286,1001412,1001442,165.7,106.05,159.07,198.84,291.63,477.22,Monday,Friday,00:00:00,10:00:00
286,1001412,1001442,165.7,159.07,238.61,298.26,437.45,715.82,Thuesday,Saturday,10:00:00,18:00:00
286,1001412,1001442,165.7,106.05,159.07,198.84,291.63,477.22,Wednesday,Sunday,18:00:00,23:59:59
286,1001412,1001442,165.7,92.79,139.19,173.98,255.18,417.56,Saturday,Sunday,00:00:00,23:59:59
287,1001412,1001488,170.2,108.93,163.39,204.24,299.55,490.18,Monday,Friday,00:00:00,10:00:00
287,1001412,1001488,170.2,163.39,245.09,306.36,449.33,735.26,Thuesday,Saturday,10:00:00,18:00:00
287,1001412,1001488,170.2,108.93,163.39,204.24,299.55,490.18,Wednesday,Sunday,18:00:00,23:59:59
287,1001412,1001488,170.2,95.31,142.97,178.71,262.11,428.9,Saturday,Sunday,00:00:00,23:59:59
288,1001412,1004356,174.2,111.49,167.23,209.04,306.59,501.7,Monday,Friday,00:00:00,10:00:00
288,1001412,1004356,174.2,167.23,250.85,313.56,459.89,752.54,Thuesday,Saturday,10:00:00,18:00:00
288,1001412,1004356,174.2,111.49,167.23,209.04,306.59,501.7,Wednesday,Sunday,18:00:00,23:59:59
288,1001412,1004356,174.2,97.55,146.33,182.91,268.27,438.98,Saturday,Sunday,00:00:00,23:59:59
289,1001412,1004354,176.2,112.77,169.15,211.44,310.11,507.46,Monday,Friday,00:00:00,10:00:00
289,1001412,1004354,176.2,169.15,253.73,317.16,465.17,761.18,Thuesday,Saturday,10:00:00,18:00:00
289,1001412,1004354,176.2,112.77,169.15,211.44,310.11,507.46,Wednesday,Sunday,18:00:00,23:59:59
289,1001412,1004354,176.2,98.67,148.01,185.01,271.35,444.02,Saturday,Sunday,00:00:00,23:59:59
290,1001412,1004355,178.2,114.05,171.07,213.84,313.63,513.22,Monday,Friday,00:00:00,10:00:00
290,1001412,1004355,178.2,171.07,256.61,320.76,470.45,769.82,Thuesday,Saturday,10:00:00,18:00:00
290,1001412,1004355,178.2,114.05,171.07,213.84,313.63,513.22,Wednesday,Sunday,18:00:00,23:59:59
290,1001412,1004355,178.2,99.79,149.69,187.11,274.43,449.06,Saturday,Sunday,00:00:00,23:59:59
291,1001412,1001444,178.89999999999998,114.5,171.74,214.68,314.86,515.23,Monday,Friday,00:00:00,10:00:00
291,1001412,1001444,178.89999999999998,171.74,257.62,322.02,472.3,772.85,Thuesday,Saturday,10:00:00,18:00:00
291,1001412,1001444,178.89999999999998,114.5,171.74,214.68,314.86,515.23,Wednesday,Sunday,18:00:00,23:59:59
291,1001412,1001444,178.89999999999998,100.18,150.28,187.84,275.51,450.83,Saturday,Sunday,00:00:00,23:59:59
292,1001412,1001446,185.49999999999997,118.72,178.08,222.6,326.48,534.24,Monday,Friday,00:00:00,10:00:00
292,1001412,1001446,185.49999999999997,178.08,267.12,333.9,489.72,801.36,Thuesday,Saturday,10:00:00,18:00:00
292,1001412,1001446,185.49999999999997,118.72,178.08,222.6,326.48,534.24,Wednesday,Sunday,18:00:00,23:59:59
292,1001412,1001446,185.49999999999997,103.88,155.82,194.77,285.67,467.46,Saturday,Sunday,00:00:00,23:59:59
293,1001412,1001448,195.09999999999997,124.86,187.3,234.12,343.38,561.89,Monday,Friday,00:00:00,10:00:00
293,1001412,1001448,195.09999999999997,187.3,280.94,351.18,515.06,842.83,Thuesday,Saturday,10:00:00,18:00:00
293,1001412,1001448,195.09999999999997,124.86,187.3,234.12,343.38,561.89,Wednesday,Sunday,18:00:00,23:59:59
293,1001412,1001448,195.09999999999997,109.26,163.88,204.85,300.45,491.65,Saturday,Sunday,00:00:00,23:59:59
294,1001412,1001450,210.79999999999995,134.91,202.37,252.96,371.01,607.1,Monday,Friday,00:00:00,10:00:00
294,1001412,1001450,210.79999999999995,202.37,303.55,379.44,556.51,910.66,Thuesday,Saturday,10:00:00,18:00:00
294,1001412,1001450,210.79999999999995,134.91,202.37,252.96,371.01,607.1,Wednesday,Sunday,18:00:00,23:59:59
294,1001412,1001450,210.79999999999995,118.05,177.07,221.34,324.63,531.22,Saturday,Sunday,00:00:00,23:59:59
295,1001412,1001452,220.69999999999996,141.25,211.87,264.84,388.43,635.62,Monday,Friday,00:00:00,10:00:00
295,1001412,1001452,220.69999999999996,211.87,317.81,397.26,582.65,953.42,Thuesday,Saturday,10:00:00,18:00:00
295,1001412,1001452,220.69999999999996,141.25,211.87,264.84,388.43,635.62,Wednesday,Sunday,18:00:00,23:59:59
295,1001412,1001452,220.69999999999996,123.59,185.39,231.73,339.88,556.16,Saturday,Sunday,00:00:00,23:59:59
296,1001412,1001454,231.99999999999997,148.48,222.72,278.4,408.32,668.16,Monday,Friday,00:00:00,10:00:00
296,1001412,1001454,231.99999999999997,222.72,334.08,417.6,612.48,1002.24,Thuesday,Saturday,10:00:00,18:00:00
296,1001412,1001454,231.99999999999997,148.48,222.72,278.4,408.32,668.16,Wednesday,Sunday,18:00:00,23:59:59
296,1001412,1001454,231.99999999999997,129.92,194.88,243.6,357.28,584.64,Saturday,Sunday,00:00:00,23:59:59
297,1001412,1001456,245.59999999999997,157.18,235.78,294.72,432.26,707.33,Monday,Friday,00:00:00,10:00:00
297,1001412,1001456,245.59999999999997,235.78,353.66,442.08,648.38,1060.99,Thuesday,Saturday,10:00:00,18:00:00
297,1001412,1001456,245.59999999999997,157.18,235.78,294.72,432.26,707.33,Wednesday,Sunday,18:00:00,23:59:59
297,1001412,1001456,245.59999999999997,137.54,206.3,257.88,378.22,618.91,Saturday,Sunday,00:00:00,23:59:59
298,1001412,1001458,254.49999999999997,162.88,244.32,305.4,447.92,732.96,Monday,Friday,00:00:00,10:00:00
298,1001412,1001458,254.49999999999997,244.32,366.48,458.1,671.88,1099.44,Thuesday,Saturday,10:00:00,18:00:00
298,1001412,1001458,254.49999999999997,162.88,244.32,305.4,447.92,732.96,Wednesday,Sunday,18:00:00,23:59:59
298,1001412,1001458,254.49999999999997,142.52,213.78,267.22,391.93,641.34,Saturday,Sunday,00:00:00,23:59:59
299,1001412,1001460,259.59999999999997,166.14,249.22,311.52,456.9,747.65,Monday,Friday,00:00:00,10:00:00
299,1001412,1001460,259.59999999999997,249.22,373.82,467.28,685.34,1121.47,Thuesday,Saturday,10:00:00,18:00:00
299,1001412,1001460,259.59999999999997,166.14,249.22,311.52,456.9,747.65,Wednesday,Sunday,18:00:00,23:59:59
299,1001412,1001460,259.59999999999997,145.38,218.06,272.58,399.78,654.19,Saturday,Sunday,00:00:00,23:59:59
300,1001412,1001460,259.59999999999997,166.14,249.22,311.52,456.9,747.65,Monday,Friday,00:00:00,10:00:00
300,1001412,1001460,259.59999999999997,249.22,373.82,467.28,685.34,1121.47,Thuesday,Saturday,10:00:00,18:00:00
300,1001412,1001460,259.59999999999997,166.14,249.22,311.52,456.9,747.65,Wednesday,Sunday,18:00:00,23:59:59
300,1001412,1001460,259.59999999999997,145.38,218.06,272.58,399.78,654.19,Saturday,Sunday,00:00:00,23:59:59
301,1001412,1001461,272.4,174.34,261.5,326.88,479.42,784.51,Monday,Friday,00:00:00,10:00:00
301,1001412,1001461,272.4,261.5,392.26,490.32,719.14,1176.77,Thuesday,Saturday,10:00:00,18:00:00
301,1001412,1001461,272.4,174.34,261.5,326.88,479.42,784.51,Wednesday,Sunday,18:00:00,23:59:59
301,1001412,1001461,272.4,152.54,228.82,286.02,419.5,686.45,Saturday,Sunday,00:00:00,23:59:59
302,1001412,1001462,277.5,177.6,266.4,333.0,488.4,799.2,Monday,Friday,00:00:00,10:00:00
302,1001412,1001462,277.5,266.4,399.6,499.5,732.6,1198.8,Thuesday,Saturday,10:00:00,18:00:00
302,1001412,1001462,277.5,177.6,266.4,333.0,488.4,799.2,Wednesday,Sunday,18:00:00,23:59:59
302,1001412,1001462,277.5,155.4,233.1,291.38,427.35,699.3,Saturday,Sunday,00:00:00,23:59:59
303,1001412,1001464,304.2,194.69,292.03,365.04,535.39,876.1,Monday,Friday,00:00:00,10:00:00
303,1001412,1001464,304.2,292.03,438.05,547.56,803.09,1314.14,Thuesday,Saturday,10:00:00,18:00:00
303,1001412,1001464,304.2,194.69,292.03,365.04,535.39,876.1,Wednesday,Sunday,18:00:00,23:59:59
303,1001412,1001464,304.2,170.35,255.53,319.41,468.47,766.58,Saturday,Sunday,00:00:00,23:59:59
304,1001412,1001466,312.7,200.13,300.19,375.24,550.35,900.58,Monday,Friday,00:00:00,10:00:00
304,1001412,1001466,312.7,300.19,450.29,562.86,825.53,1350.86,Thuesday,Saturday,10:00:00,18:00:00
304,1001412,1001466,312.7,200.13,300.19,375.24,550.35,900.58,Wednesday,Sunday,18:00:00,23:59:59
304,1001412,1001466,312.7,175.11,262.67,328.33,481.56,788.0,Saturday,Sunday,00:00:00,23:59:59
305,1001412,1001468,323.4,206.98,310.46,388.08,569.18,931.39,Monday,Friday,00:00:00,10:00:00
305,1001412,1001468,323.4,310.46,465.7,582.12,853.78,1397.09,Thuesday,Saturday,10:00:00,18:00:00
305,1001412,1001468,323.4,206.98,310.46,388.08,569.18,931.39,Wednesday,Sunday,18:00:00,23:59:59
305,1001412,1001468,323.4,181.1,271.66,339.57,498.04,814.97,Saturday,Sunday,00:00:00,23:59:59
